Date,Company,Studio,Project,Category1,Category2,Country,Country_code,OS,Counterparty,Amount_USD
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,HyperAds,79389.48014334147
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,TopChart,17299.720860971604
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,TopChart,3980.4702947180504
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,TopChart,81099.93351035572
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,TopChart,5721.245305078924
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,TopChart,5270.105110922978
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,TopChart,157066.5484637892
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,TopChart,9979.882991560087
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,TopChart,8615.182979395515
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,TopChart,3611.716982971735
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,TopChart,5990.964220404394
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,TopChart,35406.140584732726
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,BubbleGum,12428.389996479491
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,BubbleGum,2601.345294385709
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,BubbleGum,53142.49771675038
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,BubbleGum,4041.3207647384193
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,BubbleGum,3604.9384853366914
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,BubbleGum,102006.75800701734
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,BubbleGum,5918.102245472105
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,BubbleGum,5675.849352635721
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,BubbleGum,2432.4929579903624
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,BubbleGum,3694.2214375090452
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,BubbleGum,17321.713816435637
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,LockWood,12472.12734492303
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,LockWood,4044.8808787212024
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,LockWood,55374.19907438833
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,LockWood,3929.2486720222523
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,LockWood,4139.197827146848
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,LockWood,106436.12928671022
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,LockWood,6624.635929504074
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,LockWood,5120.199092204695
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,LockWood,2868.867601888388
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,LockWood,4483.456372027165
2021-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,LockWood,19084.83658798446
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,HyperAds,47328.217101153874
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,HyperAds,9772.820440307329
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,HyperAds,212527.94470378038
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,HyperAds,8820.617537731432
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,HyperAds,15125.607597806835
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,HyperAds,414755.4144388669
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,HyperAds,21981.2565428566
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,HyperAds,25636.614194237813
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,HyperAds,15190.302042923431
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,HyperAds,13258.122068998466
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,HyperAds,97299.540356561
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,TopChart,18246.77698765273
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,TopChart,3867.7525938161175
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,TopChart,86008.15083772074
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,TopChart,4886.895724032481
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,TopChart,4483.905230795289
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,TopChart,164246.00552841145
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,TopChart,7757.486291607966
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,TopChart,9995.112164729817
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,TopChart,3556.4103772215058
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,TopChart,5382.775406853554
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,TopChart,37956.59297113323
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,BubbleGum,11800.542913834723
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,BubbleGum,3076.3321893911952
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,BubbleGum,52659.33671279435
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,BubbleGum,2736.93624842731
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,BubbleGum,3511.5540808794954
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,BubbleGum,100139.02605334696
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,BubbleGum,4631.6357688136395
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,BubbleGum,4469.955034673938
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,BubbleGum,3020.60374974223
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,BubbleGum,2469.4567782144745
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,BubbleGum,24180.612748237927
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,LockWood,11351.5957916387
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,LockWood,2325.995482259154
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,LockWood,52382.114465939245
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,LockWood,2432.1538731440055
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,LockWood,3918.419311723611
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,LockWood,101099.06212677587
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,LockWood,4347.509923251329
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,LockWood,5630.678730781917
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,LockWood,3043.678212604142
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,LockWood,3367.8286299342653
2021-06-30,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,LockWood,24613.47632350844
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,HyperAds,89220.62673411821
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,HyperAds,17759.128625280016
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,HyperAds,375473.78168020863
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,HyperAds,24841.8131100115
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,HyperAds,30461.102997689053
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,HyperAds,730312.002687489
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,HyperAds,39037.28601372959
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,HyperAds,32400.17844353385
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,HyperAds,16991.36748276056
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,HyperAds,16659.04886787016
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,HyperAds,167633.00790805096
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,TopChart,31279.750432370143
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,TopChart,9719.86625453996
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,TopChart,145855.87243331954
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,TopChart,7812.575804095516
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,TopChart,6788.9445869893425
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,TopChart,278672.8569211012
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,TopChart,12808.730809530432
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,TopChart,16968.30476086368
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,TopChart,8252.75745481009
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,TopChart,11224.127776190031
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,TopChart,63449.984170431766
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,BubbleGum,19698.10970478445
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,BubbleGum,3860.799922303907
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,BubbleGum,89618.3960690486
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,BubbleGum,5772.7026789197325
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,BubbleGum,5276.332091030465
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,BubbleGum,170369.7674384067
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,BubbleGum,9205.150039667835
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,BubbleGum,10098.603192138546
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,BubbleGum,4670.1291036660095
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,BubbleGum,4724.131627736128
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,BubbleGum,36145.33318049049
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,LockWood,23575.79506209256
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,LockWood,6813.589419554553
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,LockWood,98203.69484272713
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,LockWood,4716.5912166975895
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,LockWood,5099.470739513895
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,LockWood,194046.76128110758
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,LockWood,11708.90547899627
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,LockWood,10277.70990207229
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,LockWood,6608.332252374508
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,LockWood,5890.464643301734
2021-07-31,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,LockWood,40561.830480446755
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,HyperAds,37710.66373755834
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,HyperAds,11067.440245694319
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,HyperAds,165389.27110610667
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,HyperAds,8474.249904595375
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,HyperAds,8155.32590080025
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,HyperAds,329098.53852813883
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,HyperAds,20135.46792425804
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,HyperAds,18074.93549934945
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,HyperAds,13092.132699457052
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,HyperAds,7946.845210005885
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,HyperAds,67798.4639635083
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,TopChart,14117.454500830569
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,TopChart,2886.9316467802687
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,TopChart,63967.37897407976
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,TopChart,4386.880153700088
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,TopChart,3774.721627124774
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,TopChart,122603.92279372699
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,TopChart,5467.414937624534
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,TopChart,7105.024506385301
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,TopChart,4177.220749359022
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,TopChart,3893.6221668055746
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,TopChart,27263.948201045365
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,BubbleGum,7717.7784379231825
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,BubbleGum,2211.94291015201
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,BubbleGum,37654.45440449828
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,BubbleGum,1757.9245611355914
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,BubbleGum,2596.9465852284707
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,BubbleGum,72550.51246964173
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,BubbleGum,4046.280560982205
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,BubbleGum,3184.6786786670546
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,BubbleGum,2626.3769828200066
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,BubbleGum,2049.9058361836933
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,BubbleGum,17420.8058775855
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,LockWood,9115.372403419375
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,LockWood,2446.694756340217
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,LockWood,42265.441323501465
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,LockWood,2378.834806924685
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,LockWood,2023.9568385153768
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,LockWood,82896.02122291135
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,LockWood,5005.935419401527
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,LockWood,4668.866725585561
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,LockWood,2723.558957465911
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,LockWood,2688.793987612274
2021-08-31,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,LockWood,17170.757296912438
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,HyperAds,65518.2870878569
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,HyperAds,19205.73766349766
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,HyperAds,318360.4932302018
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,HyperAds,13233.40694029821
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,HyperAds,14973.655767830665
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,HyperAds,609128.7057085563
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,HyperAds,31028.691815855
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,HyperAds,26295.755468340445
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,HyperAds,17498.171556399007
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,HyperAds,18235.874520686222
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,HyperAds,162052.0473754995
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,TopChart,25844.91957073506
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,TopChart,7935.660717724787
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,TopChart,125428.69116975652
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,TopChart,7901.266110759148
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,TopChart,9324.207952130093
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,TopChart,236664.31924284712
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,TopChart,14906.05499975532
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,TopChart,13547.344502744532
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,TopChart,8359.659589185994
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,TopChart,7209.6324135558725
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,TopChart,44696.88394106884
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,BubbleGum,15643.097541136956
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,BubbleGum,4466.077638311586
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,BubbleGum,74120.34963750551
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,BubbleGum,5701.010087695963
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,BubbleGum,4523.276725432649
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,BubbleGum,146321.8266391136
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,BubbleGum,9079.898142482647
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,BubbleGum,8247.399066461974
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,BubbleGum,5015.126686520075
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,BubbleGum,6014.542730810302
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,BubbleGum,28156.833142321586
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,LockWood,19687.205821629745
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,LockWood,5486.5948069126725
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,LockWood,80310.2707022249
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,LockWood,4594.96871715019
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,LockWood,4916.120966035396
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,LockWood,157309.15396868362
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,LockWood,8799.362001804453
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,LockWood,9835.386788346497
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,LockWood,3525.4076610490456
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,LockWood,5939.7258685557335
2021-09-30,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,LockWood,28271.72821830388
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,HyperAds,51600.80891799457
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,HyperAds,18885.889598302252
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,HyperAds,234237.1776101149
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,HyperAds,18002.06055003403
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,HyperAds,12971.893381866608
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,HyperAds,455552.37426383846
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,HyperAds,22016.84695020205
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,HyperAds,19864.34521474128
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,HyperAds,12758.011300470318
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,HyperAds,9968.239748629952
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,HyperAds,95463.8396361267
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,TopChart,19982.95680691237
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,TopChart,5538.613482420384
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,TopChart,91052.77555772221
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,TopChart,4478.436553347374
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,TopChart,6658.739187443999
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,TopChart,172970.39740038526
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,TopChart,8146.904111142675
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,TopChart,10649.772428226284
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,TopChart,5431.139997831822
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,TopChart,5432.58741224385
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,TopChart,37636.81229857936
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,BubbleGum,13413.201451383935
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,BubbleGum,4479.9715809177205
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,BubbleGum,56216.323212814066
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,BubbleGum,3220.344365210667
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,BubbleGum,4426.987877524215
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,BubbleGum,108776.42889415502
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,BubbleGum,6598.5514503311415
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,BubbleGum,6336.869333085333
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,BubbleGum,3413.5901816247765
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,BubbleGum,3648.5838452639027
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,BubbleGum,16132.613245097562
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,LockWood,11991.352641213549
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,LockWood,4050.658276594136
2021-10-31,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,LockWood,55460.76159268553
